stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
PTRI,"Patouillerie",,47.24527578,-1.58118711,,,1,,
PTSC,"Petits Champs Blancs",,47.28106012,-1.42010502,,,1,,
PTUR,"Pâtures",,47.30377092,-1.55643960,,,1,,
PTVI,"Patis Viaud",,47.13859406,-1.45756206,,,1,,
PTYY,"Planty",,47.17526946,-1.49488130,,,1,,
PUCH,"Pluchets",,47.21859454,-1.65446445,,,1,,
PVIL,"Petit Village",,47.21700746,-1.65040518,,,1,,
PVLO,"Pavillon",,47.14359388,-1.67927573,,,1,,
PVTO,"Porte de Vertou",,47.18112506,-1.50567933,,,1,,
PXCE,"Port aux Cerises",,47.31179541,-1.54129908,,,1,,
QANT,"Quai des Antilles",,47.20369572,-1.56946792,,,1,,
QBNA,"Quai Brunais",,47.19613180,-1.66869871,,,1,,
QSCO,"Quai Surcouf",,47.19489464,-1.57792200,,,1,,
QTNE,"Quintaine",,47.21668566,-1.46244173,,,1,,
RABI,"Rabine",,47.26139841,-1.64346499,,,1,,
RAGO,"Ragon",,47.16514108,-1.54258849,,,1,,
RAVA,"Ravardière",,47.18380037,-1.66531335,,,1,,
RAZA,"Ranzay",,47.25334397,-1.53054056,,,1,,
RBAL,"Roche Ballue",,47.17944441,-1.65571113,,,1,,
RBHI,"René Bouhier",,47.20993185,-1.57162426,,,1,,
RBNI,"Robinière",,47.16363430,-1.53552383,,,1,,
RBRN,"René Bernier",,47.19381980,-1.49927064,,,1,,
RCAS,"René Cassin",,47.26472576,-1.57399399,,,1,,
RCER,"Rocher",,47.21317602,-1.63947577,,,1,,
RCPE,"Route de la Chapelle",,47.25487130,-1.57610011,,,1,,
RCUU,"Rochu",,47.21517088,-1.66646227,,,1,,
RDFY,"Raoul Dufy",,47.22265716,-1.59961031,,,1,,
RDGO,"Radigois",,47.19334250,-1.51756406,,,1,,
RDIE,"Rouaudière",,47.29428895,-1.58440171,,,1,,
RDMV,"Rue de Mauves",,47.27154782,-1.43257137,,,1,,
RDNT,"Rue de Nantes",,47.15113018,-1.53429517,,,1,,
REDR,"Rédras",,47.16475011,-1.50247342,,,1,,
REFR,"Réfractaires",,47.30301626,-1.54686476,,,1,,
RETA,"Retas",,47.15484874,-1.53706203,,,1,,
REYN,"Reynière",,47.25614914,-1.57865423,,,1,,
RGNI,"Reigniers",,47.13722463,-1.46617095,,,1,,
RIND,"Rue d'Indre",,47.20420426,-1.66408226,,,1,,
RLEA,"Rouleaux",,47.20009392,-1.46603560,,,1,,
RLON,"Rennes - Longchamp",,47.23862717,-1.57064532,,,1,,
RMAU,"Roche Maurice",,47.19686628,-1.61847755,,,1,,
RMNE,"Romanet",,47.21186746,-1.60883730,,,1,,
RNAN,"Renan",,47.21629706,-1.61351845,,,1,,
RNDR,"Renardières",,47.14895985,-1.60182870,,,1,,
RNIE,"Rinière",,47.12900957,-1.63595080,,,1,,
RNLT,"Renault",,47.26340351,-1.49569352,,,1,,
RNRE,"Renaudières",,47.29946811,-1.50795073,,,1,,
RNTI,"Reinetière",,47.25683284,-1.49150927,,,1,,
ROCA,"Rocade",,47.16344069,-1.47441190,,,1,,
ROET,"Rouet",,47.14821114,-1.52144469,,,1,,
ROTY,"Le Roty",,47.30472054,-1.54549115,,,1,,
ROUS,"Roussière",,47.29456421,-1.55297669,,,1,,
RPAR,"Rond-Point de Paris",,47.23401747,-1.53648330,,,1,,
RPBL,"République",,47.20511095,-1.55575362,,,1,,
RPCH,"Repos de Chasse",,47.21668425,-1.59957008,,,1,,
RPSI,"Ripossière",,47.19219772,-1.53499648,,,1,,
RQIO,"Trentemoult Roquios",,47.19553140,-1.58218782,,,1,,
RREN,"Rond-Point de Rennes",,47.23313205,-1.56628880,,,1,,
RROL,"Romain Rolland",,47.20678152,-1.60985405,,,1,,
RSCO,"Robert Scott",,47.18691806,-1.45898298,,,1,,
RSLI,"Rousselière",,47.17549112,-1.51763029,,,1,,
RSNB,"Rosenberg",,47.23567583,-1.65979389,,,1,,
RSRA,"Roseraie",,47.26059402,-1.52836752,,,1,,
RTPA,"Route de Paris",,47.26673692,-1.48806145,,,1,,
RTSC,"Recteur Schmitt",,47.25315913,-1.55285598,,,1,,
RUET,"Ruette",,47.23347661,-1.51078369,,,1,,
RVAN,"Rond-Point de Vannes",,47.22951263,-1.57294924,,,1,,
RVDI,"Rivaudière",,47.22708933,-1.65032369,,,1,,
RVER,"Roches Vertes",,47.18491292,-1.52464725,,,1,,
RZEE,"Razée",,47.21492987,-1.46595198,,,1,,
SADU,"Santos Dumont",,47.25935557,-1.56674814,,,1,,
SAGL,"St-Aignan de Grand Lieu",,47.12297402,-1.63466411,,,1,,
SAIG,"St-Aignan",,47.20799525,-1.57836759,,,1,,
SALE,"Salentine",,47.24847377,-1.61024891,,,1,,
SAOR,"Sables d'Or",,47.26503543,-1.45582577,,,1,,
SAPI,"Saupin",,47.18406272,-1.47576500,,,1,,
SATR,"Sautron",,47.26543915,-1.68382053,,,1,,
SAVA,"Savarières",,47.20861859,-1.49010321,,,1,,
SBAI,"St-Blaise",,47.16721864,-1.46908134,,,1,,
SBLL,"Sébilleau",,47.20484527,-1.53168375,,,1,,
SBSA,"St-Jean-Baptiste de la Salle",,47.23345371,-1.55989503,,,1,,
SCHW,"Schweitzer",,47.29471113,-1.49486691,,,1,,
SCLE,"St-Clément",,47.22222620,-1.54665268,,,1,,
SDAV,"Square Daviais",,47.21156619,-1.55756219,,,1,,
SDON,"St-Donatien",,47.22942448,-1.54022443,,,1,,
SECH,"Schoelcher",,47.22060684,-1.62815722,,,1,,
SEIL,"Seil",,47.19432933,-1.57072280,,,1,,
SERC,"Sercel",,47.26682880,-1.48947315,,,1,,
SEVR,"Sèvres",,47.18681353,-1.52831972,,,1,,
SFEL,"St-Félix",,47.23152979,-1.55637910,,,1,,
SFRA,"San Francisco",,47.21767906,-1.51645538,,,1,,
SGRA,"Sageran",,47.21951711,-1.57116513,,,1,,
SHMD,"St-Hermeland",,47.14423830,-1.69603421,,,1,,
SILL,"Sillon de Bretagne",,47.24553589,-1.60848056,,,1,,
SINI,"Sinière",,47.22568465,-1.67779255,,,1,,
SJAC,"St-Jacques",,47.19614204,-1.53785322,,,1,,
SJBO,"St-Jean-de-Boiseau",,47.19580114,-1.72488573,,,1,,
SJEA,"St-Jean",,47.19180216,-1.52359570,,,1,,
SJPO,"St-Joseph de Porterie",,47.26781786,-1.51701204,,,1,,
SLAU,"St-Laurent",,47.22331272,-1.59763573,,,1,,
SLCE,"Ste-Luce",,47.25033203,-1.48505075,,,1,,
SLDA,"Solidarité",,47.21715258,-1.58744789,,,1,,
SLEN,"Suzanne Lenglen",,47.22901467,-1.58800082,,,1,,
SLGE,"Salorges",,47.20472261,-1.57498665,,,1,,
SLVI,"St-Léger-les-Vignes",,47.13635238,-1.72975957,,,1,,
SMAR,"St-Martin",,47.21342171,-1.69325911,,,1,,
SMHI,"St-Mihiel",,47.22349022,-1.55337197,,,1,,
SMIC,"St-Michel",,47.22411279,-1.64455534,,,1,,
SNIC,"St-Nicolas",,47.21568439,-1.55928428,,,1,,
SNUC,"Stade SNUC",,47.22800918,-1.58067604,,,1,,
SOCH,"Souchais",,47.30771268,-1.48950615,,,1,,
SOEC,"Souchais École",,47.30362609,-1.49834375,,,1,,
SORI,"Sorin",,47.19531708,-1.56783631,,,1,,
SOUI,"Souillarderie",,47.23845628,-1.51604147,,,1,,
SOWE,"Soweto",,47.23328840,-1.65161628,,,1,,
SPHI,"Saphirs",,47.20498144,-1.65728468,,,1,,
SPIN,"Saupin",,47.21432240,-1.53735490,,,1,,
SPLO,"Ste-Philomène",,47.21190392,-1.72468840,,,1,,
SPRU,"Sully Prudhomme",,47.23624251,-1.59654113,,,1,,
SPSA,"St-Paul - Salengro",,47.18434604,-1.54609127,,,1,,
SRDI,"Sarradin",,47.22052903,-1.57014178,,,1,,
SRNI,"Les Sorinières",,47.15911041,-1.51810074,,,1,,
SRTR,"Sartre",,47.21424211,-1.64019084,,,1,,
SSEB,"St-Sébastien",,47.20753002,-1.50314388,,,1,,
SSGN,"Simone Signoret",,47.17508547,-1.56354482,,,1,,
SSTA,"St-Stanislas",,47.22220155,-1.55656750,,,1,,
STBS,"Stade",,47.19127709,-1.70792430,,,1,,
STHR,"Alexandre Vincent - Ste-Thérèse",,47.23267764,-1.57730094,,,1,,
STPI,"St-Pierre",,47.21805756,-1.55173962,,,1,,
STXU,"St-Exupéry",,47.15281423,-1.59478671,,,1,,
SUCO,"Surcouf",,47.26881891,-1.44581103,,,1,,
SVAU,"Savaudière",,47.28928556,-1.51478935,,,1,,
SVDI,"Solvardière",,47.21805550,-1.64228547,,,1,,
SVIN,"Stévin",,47.26001717,-1.63490788,,,1,,
SVNN,"Savonnières",,47.19749920,-1.66283701,,,1,,
SYRM,"Syrma",,47.27708593,-1.47035880,,,1,,
TADI,"Taillandier",,47.21423737,-1.71653968,,,1,,
TAID,"Toutes Aides",,47.22646214,-1.52345405,,,1,,
TBAU,"Thébaudières",,47.31062170,-1.35898143,,,1,,
TBCH,"Trébuchet",,47.22017002,-1.54686565,,,1,,
TBER,"Tristan Bernard",,47.20577714,-1.46479808,,,1,,
TBLY,"Tabarly",,47.19549858,-1.54888239,,,1,,
TCHE,"Trois Chênes",,47.25818718,-1.47413641,,,1,,
TDGA,"Tredégar",,47.25470424,-1.60491728,,,1,,
TEBS,"Tertre",,47.19667570,-1.74448748,,,1,,
TEIF,"Tour Eiffel",,47.19953997,-1.75422046,,,1,,
TENA,"Tertre",,47.21474050,-1.60829040,,,1,,
TERR,"Terray",,47.25183439,-1.52729248,,,1,,
THAT,"Théatre",,47.21571487,-1.72870451,,,1,,
THCE,"Centre de Thouaré",,47.26656647,-1.44158062,,,1,,
THEB,"Thébaudières",,47.24448549,-1.60616913,,,1,,
TILL,"Tillay",,47.22876446,-1.60620688,,,1,,
TJOI,"Toutes Joies",,47.22109032,-1.57295242,,,1,,
TLDI,"Télindière",,47.19609413,-1.73699616,,,1,,
TLSA,"Talensac",,47.22151503,-1.55601385,,,1,,
TMET,"Trois Métairies",,47.17636433,-1.50154415,,,1,,
TMLI,"Tourmaline",,47.22149389,-1.63276698,,,1,,
TMOU,"Trois Moulins",,47.17852121,-1.54444035,,,1,,
TMSS,"Trémissinière",,47.23812649,-1.54437688,,,1,,
TNVA,"Terres Neuvas",,47.18588426,-1.59135866,,,1,,
TOSC,"Toscane",,47.28323772,-1.54835096,,,1,,
TOTR,"Tortière",,47.23527253,-1.54963773,,,1,,
TOUG,"Tougas",,47.19416112,-1.63962770,,,1,,
TPCH,"Terpsichore",,47.28239560,-1.50230853,,,1,,
TPOD,"Tripode",,47.20839784,-1.54062272,,,1,,
TRCA,"Tréca",,47.25022111,-1.50138060,,,1,,
TRIA,"Trianon",,47.27322714,-1.43045624,,,1,,
TRNE,"Tribunes",,47.24996546,-1.56868426,,,1,,
TROC,"Trocardière",,47.18321713,-1.57025918,,,1,,
TRQU,"Terres Quartières",,47.13474414,-1.65908858,,,1,,
TRTS,"Tarentaise",,47.27738554,-1.43405498,,,1,,
TTMO,"Trentemoult",,47.19148936,-1.58257764,,,1,,
TZEL,"Touzelles",,47.20833130,-1.46687209,,,1,,
UBRU,"Usine Brûlée",,47.19489683,-1.63187532,,,1,,
UGAZ,"Usine à gaz",,47.19501667,-1.61893683,,,1,,
UTCH,"Utrecht",,47.28310519,-1.55217828,,,1,,
UTLO,"Utrillo",,47.18235965,-1.56337724,,,1,,
VAIL,"Vaillant",,47.19966297,-1.67112511,,,1,,
VALL,"Vallée",,47.25041001,-1.57685167,,,1,,
VARI,"Vincent Auriol",,47.22179426,-1.59232570,,,1,,
VCSO,"Vaucanson",,47.21273635,-1.58131190,,,1,,
VDCE,"Val du Cens",,47.26105878,-1.66509861,,,1,,
VDLO,"Vieux Doulon",,47.23542167,-1.50401313,,,1,,
VDNI,"Ville au Denis",,47.16274235,-1.62702823,,,1,,
VDUR,"Verdure",,47.19588549,-1.65344888,,,1,,
VEAG,"Véga",,47.27967948,-1.46451817,,,1,,
VEGE,"Verger",,47.29303180,-1.49719010,,,1,,
VEIE,"Verrière",,47.27681008,-1.57069371,,,1,,
VEND,"Vendée",,47.20824124,-1.46859041,,,1,,
VEPR,"Vesprées",,47.24597723,-1.50243957,,,1,,
VERL,"Verlaine",,47.23386327,-1.59484015,,,1,,
VEXP,"Village Expo",,47.21465091,-1.61511142,,,1,,
VFOU,"Vieux Four",,47.19087080,-1.70086510,,,1,,
VGAC,"Vincent Gâche",,47.20633258,-1.54819146,,,1,,
VIAR,"Viarme-Talensac",,47.22119583,-1.56260601,,,1,,
VIER,"Viv'Erdre",,47.28562067,-1.55036139,,,1,,
VILE,"Violettes",,47.19745687,-1.50923031,,,1,,
VINE,"Villeneuve",,47.19387738,-1.51395841,,,1,,
VISO,"Vison",,47.24424063,-1.50968809,,,1,,
VIVI,"Viviers",,47.17306653,-1.48487860,,,1,,
VRIE,"Vrière",,47.28217500,-1.55609968,,,1,,
VRPD,"Vert Praud",,47.16649888,-1.54981181,,,1,,
VSCO,"Vincent Scotto",,47.25207806,-1.56627369,,,1,,
DPVT,"Vertonne",,47.18697256,-1.49430799,,,1,,
VTOU,"Vertou",,47.16903058,-1.47115544,,,1,,
VVRE,"Vièvre",,47.19804213,-1.81434773,,,1,,
WATT,"Wattignies",,47.20378637,-1.54640222,,,1,,
WBDT,"Willy Brandt",,47.17290974,-1.56313670,,,1,,
WDIS,"Walt Disney",,47.19493072,-1.48996890,,,1,,
XBON,"Croix Bonneau",,47.20963144,-1.59578251,,,1,,
XJAN,"Croix Jeannette",,47.17117655,-1.62365570,,,1,,
XREZ,"Croix de Rezé",,47.18004835,-1.55901732,,,1,,
XSYY,"Croisy",,47.25377665,-1.62727688,,,1,,
XTRU,"Croix Truin",,47.19132767,-1.71171529,,,1,,
ZENI,"Zénith",,47.23060985,-1.62936816,,,1,,
ZOLA,"Zola",,47.21376103,-1.58608614,,,1,,
ABCH1,"Abbé Chérel",,47.21003172,-1.65161828,,,0,ABCH,1
ABCH2,"Abbé Chérel",,47.21009455,-1.65172871,,,0,ABCH,1
ABDU1,"Abel Durand",,47.22020569,-1.60337355,,,0,ABDU,1
ABDU2,"Abel Durand",,47.22004654,-1.60323359,,,0,ABDU,1
ABOL1,"Adrienne Bolland",,47.26793457,-1.47658580,,,0,ABOL,1
ABOL2,"Adrienne Bolland",,47.26790885,-1.47679170,,,0,ABOL,1
ACHA1,"Angle Chaillou",,47.26969798,-1.57187808,,,0,ACHA,2
ACHA2,"Angle Chaillou",,47.26979801,-1.57208917,,,0,ACHA,2
ADBO1,"Audubon",,47.21405405,-1.72320576,,,0,ADBO,1
ADBO2,"Audubon",,47.21392283,-1.72301865,,,0,ADBO,1
ADEL1,"Aimé Delrue",,47.20930075,-1.55034064,,,0,ADEL,1
ADEL2,"Aimé Delrue",,47.20897490,-1.55012135,,,0,ADEL,1
ADEL3,"Aimé Delrue",,47.20916166,-1.55003182,,,0,ADEL,2
ADPI1,"Avenue des Pins",,47.25324691,-1.59658173,,,0,ADPI,1
ADPI3,"Avenue des Pins",,47.25369025,-1.59773745,,,0,ADPI,1
AECL1,"Aéroclub",,47.15931524,-1.59827472,,,0,AECL,2
AECL2,"Aéroclub",,47.15937636,-1.59801510,,,0,AECL,2
AEPO1,"D2A - Aéroport",,47.15685125,-1.59739517,,,0,AEPO,2
AEPO2,"D2A - Aéroport",,47.15694807,-1.59725043,,,0,AEPO,2
AESP1,"Aérospatiale",,47.16078962,-1.58793346,,,0,AESP,2
AESP2,"Aérospatiale",,47.16133124,-1.58702631,,,0,AESP,2
AFRA1,"Anatole France",,47.22444149,-1.57112692,,,0,AFRA,1
AFRA2,"Anatole France",,47.22366365,-1.57159497,,,0,AFRA,1
AFRA3,"Anatole France",,47.22394202,-1.57215076,,,0,AFRA,1
AGBE1,"L'Angebert",,47.14055181,-1.45573793,,,0,AGBE,2
AGBE2,"L'Angebert",,47.14068690,-1.45554686,,,0,AGBE,2
AGDR1,"Angebardière",,47.16941124,-1.50519277,,,0,AGDR,1
AGDR2,"Angebardière",,47.16952491,-1.50540300,,,0,AGDR,1
AGV98,"Angevinière",,47.24595941,-1.61102754,,,0,AGVI,1
AGVI1,"Angevinière",,47.24514738,-1.61235770,,,0,AGVI,1
AGVI2,"Angevinière",,47.24502685,-1.61148510,,,0,AGVI,1
AIBU1,"Airbus",,47.15867156,-1.59119704,,,0,AIBU,2
AIBU3,"Airbus",,47.15797233,-1.59125801,,,0,AIBU,2
AIGU1,"Aiguillon",,47.25447295,-1.49658779,,,0,AIGU,2
AIGU2,"Aiguillon",,47.25443830,-1.49689881,,,0,AIGU,2
ALCH1,"Champ de l'Alouette",,47.28290814,-1.58015969,,,0,ALCH,1
ALCH2,"Champ de l'Alouette",,47.28327565,-1.57973397,,,0,ALCH,1
ALD70,"Allende",,47.17478357,-1.62455655,,,0,ALDE,1
ALDE1,"Allende",,47.17542185,-1.62388518,,,0,ALDE,2
ALDE2,"Allende",,47.17526211,-1.62310853,,,0,ALDE,1
ALDE3,"Allende",,47.17486513,-1.62459428,,,0,ALDE,1
ALDE4,"Allende",,47.17414164,-1.62376274,,,0,ALDE,2
ALNE1,"Aulne",,47.27696864,-1.63900392,,,0,ALNE,1
ALNE2,"Aulne",,47.27627631,-1.63839391,,,0,ALNE,1
AMCA1,"Armoricaine",,47.25856009,-1.64868729,,,0,AMCA,1
AMCA2,"Armoricaine",,47.25825896,-1.64749662,,,0,AMCA,1
AMER1,"Américains",,47.23606779,-1.56824332,,,0,AMER,1
AMER2,"Américains",,47.23578494,-1.56787224,,,0,AMER,1
AMPE1,"Ampère",,47.26071304,-1.55317276,,,0,AMPE,1
AMPE2,"Ampère",,47.26074826,-1.55346374,,,0,AMPE,1
ANGE1,"Les Anges",,47.27528607,-1.63709741,,,0,ANGE,1
ANGE2,"Les Anges",,47.27514511,-1.63708428,,,0,ANGE,1
ANTO1,"Antons",,47.25764125,-1.62259170,,,0,ANTO,1
ANTO2,"Antons",,47.25782590,-1.62329994,,,0,ANTO,1
APAV1,"Apave",,47.22569050,-1.64764112,,,0,APAV,1
APAV2,"Apave",,47.22535952,-1.64747102,,,0,APAV,1
APER1,"Ampère",,47.30224449,-1.50782221,,,0,APER,1
APER2,"Ampère",,47.30211536,-1.50791354,,,0,APER,1
APRE1,"Ambroise Paré",,47.22888546,-1.60861965,,,0,APRE,1
APRE2,"Ambroise Paré",,47.22907621,-1.60854645,,,0,APRE,1
AQUI1,"Aquitaine",,47.20987451,-1.61495296,,,0,AQUI,1
AQUI2,"Aquitaine",,47.20974333,-1.61481241,,,0,AQUI,1
ARAG1,"Arago",,47.30350528,-1.50482139,,,0,ARAG,1
ARAG2,"Arago",,47.30359973,-1.50498707,,,0,ARAG,1
ARBO1,"Arbois",,47.25866072,-1.58174208,,,0,ARBO,2
ARBO2,"Arbois",,47.25837266,-1.58208214,,,0,ARBO,2
ARCA1,"Arcades",,47.21181806,-1.65275738,,,0,ARCA,1
ARCA2,"Arcades",,47.21201009,-1.65358465,,,0,ARCA,1
ARGO1,"Argonautes",,47.30240781,-1.48189994,,,0,ARGO,1
ARGO2,"Argonautes",,47.30239127,-1.48180079,,,0,ARGO,1
ARMO1,"Armorique",,47.27142417,-1.44488129,,,0,ARMO,2
ARMO2,"Armorique",,47.27151056,-1.44535051,,,0,ARMO,2
ARO93,"Armor",,47.23102671,-1.63180703,,,0,AROR,1
AROR1,"Armor",,47.23101039,-1.63123457,,,0,AROR,1
AROR2,"Armor",,47.23116929,-1.63132834,,,0,AROR,1
AROR3,"Armor",,47.23102860,-1.63180452,,,0,AROR,1
AROR4,"Armor",,47.23101804,-1.63205895,,,0,AROR,1
ATAR1,"Antarès",,47.28165288,-1.45964273,,,0,ATAR,2
ATAR2,"Antarès",,47.28169720,-1.45974646,,,0,ATAR,2
AUCP1,"La Chapelle Aulnay",,47.30817263,-1.54313481,,,0,AUCP,1
AUCP2,"La Chapelle Aulnay",,47.30835024,-1.54334369,,,0,AUCP,1
AUFR1,"L'Aufrère",,47.16733081,-1.52511352,,,0,AUFR,2
AUGE1,"Augé",,47.19497055,-1.51738532,,,0,AUGE,2
AURR1,"Aurore",,47.26486839,-1.58091241,,,0,AURR,1
AURR2,"Aurore",,47.26538309,-1.58145689,,,0,AURR,2
AVEN1,"Aveneaux",,47.23390367,-1.62971028,,,0,AVEN,1
AVEN2,"Aveneaux",,47.23282760,-1.63051382,,,0,AVEN,1
BAGA1,"Bagatelle",,47.24347339,-1.62020152,,,0,BAGA,1
BAGA2,"Bagatelle",,47.24352279,-1.61991685,,,0,BAGA,1
BAIR1,"Bel Air",,47.22577912,-1.55965593,,,0,BAIR,1
BAIR2,"Bel Air",,47.22544339,-1.55922294,,,0,BAIR,1
BALI1,"Balinière",,47.18624062,-1.55376452,,,0,BALI,1
BALI2,"Balinière",,47.18603984,-1.55400227,,,0,BALI,1
BALI3,"Balinière",,47.18465779,-1.55438800,,,0,BALI,1
BALI4,"Balinière",,47.18478506,-1.55411321,,,0,BALI,1
BANS1,"Bois des Anses",,47.24717576,-1.49475528,,,0,BANS,2
BANS2,"Bois des Anses",,47.24705665,-1.49484330,,,0,BANS,2
BANS3,"Bois des Anses",,47.24663276,-1.49488831,,,0,BANS,1
BANS4,"Bois des Anses",,47.24665143,-1.49508539,,,0,BANS,1
BARR1,"La Barre",,47.30874706,-1.38110471,,,0,BARR,2
BARR2,"La Barre",,47.30878291,-1.38150177,,,0,BARR,2
BAS98,"Bastille",,47.17939861,-1.59715633,,,0,BAST,2
BAS99,"Bastille",,47.17897573,-1.59693239,,,0,BAST,2
BAST1,"Bastille",,47.17900169,-1.59693694,,,0,BAST,2
BAST2,"Bastille",,47.17938469,-1.59714210,,,0,BAST,2
BATI1,"Batignolles",,47.25553189,-1.52961939,,,0,BATI,1
BATI2,"Batignolles",,47.25554844,-1.53001215,,,0,BATI,1
BAUG1,"Baugerie",,47.20343251,-1.52084664,,,0,BAUG,1
BAUG2,"Baugerie",,47.20378278,-1.52025736,,,0,BAUG,1
BAVO1,"Basse Orévière",,47.22045267,-1.65896332,,,0,BAVO,2
BAVO2,"Basse Orévière",,47.22036748,-1.65884855,,,0,BAVO,2
BBNI4,"Babinière",,47.25948704,-1.54660370,,,0,BBNI,1
BBON1,"Boisbonne",,47.28684851,-1.50833318,,,0,BBON,2
BBON2,"Boisbonne",,47.28683855,-1.50860513,,,0,BBON,2
BBRE1,"Barbinière",,47.15950407,-1.48172163,,,0,BBRE,1
BBRE2,"Barbinière",,47.15983405,-1.48160255,,,0,BBRE,1
BCES1,"Bois Cesbron",,47.26108154,-1.62446462,,,0,BCES,1
BCES2,"Bois Cesbron",,47.26095761,-1.62429667,,,0,BCES,1
BCGA1,"Bd Charles Gautier",,47.22206200,-1.60727160,,,0,BCGA,1
BCGA2,"Bd Charles Gautier",,47.22195880,-1.60704981,,,0,BCGA,1
BCGA3,"Bd Charles Gautier",,47.22273673,-1.60721557,,,0,BCGA,1
BCGA4,"Bd Charles Gautier",,47.22281457,-1.60702035,,,0,BCGA,1
BCHE1,"Basse Chênaie",,47.24116708,-1.50916549,,,0,BCHE,1
BCHE2,"Basse Chênaie",,47.24144224,-1.50834154,,,0,BCHE,1
BCHE3,"Basse Chênaie",,47.24101558,-1.50855023,,,0,BCHE,1
BCHE4,"Basse Chênaie",,47.24191571,-1.50891648,,,0,BCHE,1
BCNY1,"Bas-Chantenay",,47.19826141,-1.58917086,,,0,BCNY,1
BCNY2,"Bas-Chantenay",,47.19817471,-1.58891342,,,0,BCNY,1
BCNY3,"Bas-Chantenay",,47.19837519,-1.58794626,,,0,BCNY,2
BCNY9,"Bas-Chantenay",,47.19563278,-1.58862787,,,0,BCNY,1
BCOI1,"Branchoire",,47.21784072,-1.60299712,,,0,BCOI,1
BCOI2,"Branchoire",,47.21805388,-1.60337504,,,0,BCOI,1
BCOI3,"Branchoire",,47.21858262,-1.60366383,,,0,BCOI,1
BCOI4,"Branchoire",,47.21780307,-1.60420395,,,0,BCOI,1
BCTT1,"Blanchet",,47.17163734,-1.54334573,,,0,BCTT,1
BCTT2,"Blanchet",,47.17132653,-1.54316075,,,0,BCTT,1
BDAN1,"Bd des Anglais",,47.22638736,-1.58265423,,,0,BDAN,1
BDAN2,"Bd des Anglais",,47.22640761,-1.58330357,,,0,BDAN,1
BDAN3,"Bd des Anglais",,47.22671126,-1.58292917,,,0,BDAN,1
BDAN4,"Bd des Anglais",,47.22616224,-1.58310313,,,0,BDAN,1
BDEL1,"Baudelaire",,47.23362962,-1.59308143,,,0,BDEL,2
BDEL2,"Baudelaire",,47.23398766,-1.59248623,,,0,BDEL,2
BDIN1,"Bodinières",,47.20971260,-1.64302916,,,0,BDIN,1
BDIN2,"Bodinières",,47.20976850,-1.64279275,,,0,BDIN,1
BDIN3,"Bodinières",,47.20989105,-1.64190435,,,0,BDIN,1
BDIN4,"Bodinières",,47.21040030,-1.64168578,,,0,BDIN,1
BDLA1,"Bout des Landes",,47.26741260,-1.58226991,,,0,BDLA,1
BDNN1,"Bourdonnais",,47.20555544,-1.57990062,,,0,BDNN,1
BDNN2,"Bourdonnais",,47.20640444,-1.57948696,,,0,BDNN,1
BDOU1,"Bd de Doulon",,47.22470438,-1.51975892,,,0,BDOU,1
BDOU2,"Bd de Doulon",,47.22430980,-1.52016544,,,0,BDOU,1
BDOU3,"Bd de Doulon",,47.22438650,-1.52018815,,,0,BDOU,1
BDOU6,"Bd de Doulon",,47.22381825,-1.51975585,,,0,BDOU,2
BDOU7,"Bd de Doulon",,47.22406579,-1.51986757,,,0,BDOU,1
BDPA1,"Bout des Pavés",,47.25279877,-1.57618257,,,0,BDPA,1
BDPA2,"Bout des Pavés",,47.25269431,-1.57636805,,,0,BDPA,1
BDPA3,"Bout des Pavés",,47.25353164,-1.57592534,,,0,BDPA,2
BDPA4,"Bout des Pavés",,47.25398808,-1.57624977,,,0,BDPA,2
BDPA5,"Bout des Pavés",,47.25348762,-1.57557686,,,0,BDPA,2
BDPA6,"Bout des Pavés",,47.25335026,-1.57609462,,,0,BDPA,1
BDRI1,"Bourderies",,47.20662219,-1.59588914,,,0,BDRI,1
BDRI2,"Bourderies",,47.20657118,-1.59564220,,,0,BDRI,1
BDSP1,"Bd des Sports",,47.16583406,-1.46800043,,,0,BDSP,1
BDSP2,"Bd des Sports",,47.16563688,-1.46884348,,,0,BDSP,1
BEDR1,"Bel Endroit",,47.15322925,-1.63551031,,,0,BEDR,2
BEDR2,"Bel Endroit",,47.15469875,-1.63395817,,,0,BEDR,2
BEET1,"Bel Être",,47.17944685,-1.56757718,,,0,BEET,2
BEET2,"Bel Être",,47.17920917,-1.56760080,,,0,BEET,2
BEGE1,"Beauger",,47.23425281,-1.55306121,,,0,BEGE,2
BEGE2,"Beauger",,47.23426746,-1.55281368,,,0,BEGE,2
BEHI1,"Behinière",,47.19775703,-1.79255404,,,0,BEHI,2
BEHI2,"Behinière",,47.19700522,-1.79091008,,,0,BEHI,2
BEIL1,"Beillevaire",,47.24954478,-1.60737689,,,0,BEIL,1
BEIL2,"Beillevaire",,47.24937540,-1.60724667,,,0,BEIL,1
BELE1,"Bêle",,47.26473871,-1.51047906,,,0,DPBL,1
BELE2,"Bêle",,47.26492001,-1.51060590,,,0,DPBL,1
BEMZ1,"Belges - Montbazon",,47.23463859,-1.54094091,,,0,BEMZ,1
BEMZ2,"Belges - Montbazon",,47.23438055,-1.54007062,,,0,BEMZ,1
BEMZ3,"Belges - Montbazon",,47.23590044,-1.54083272,,,0,BEMZ,1
